Age,time,City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,Company size,Annual gross salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual TC one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoffs_impact_you,company_layoffs,Did you already find a new job?,Do you currently search for a job?,company_hire_in_2024,company_industry,change_jobs,tc_new_job,unemployed_last_tc_salary,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool
35,12/10/2024 14:43,Berlin,,Full/Part-time employee,Software Engineer,,7,7,Senior,,Python,,"JavaScript / TypeScript,SQL,Cloud (AWS / Azure / GCP),Kubernetes,Docker",1.00,1000,92000,18000,94000,26,,,,,40,,No,,,"Yes, but only for backfilling","Manufacturing, Transportation, or Supply Chain",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
27,12/10/2024 14:57,Dresden,,Full/Part-time employee,Backend Software Engineer,,3,1,Senior,,C# / .NET,,"C# / .NET core,.NET,SQL,Cloud (AWS / Azure / GCP),Other",1.00,101-1000,204000,279000,,unlimited,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
24,12/10/2024 15:00,Munich,,Full/Part-time employee,Software Engineer,,3,2,Mid-level,,C / C++,,"Python,Bash / Zsh / PowerShell,Docker",2.00,1000,50000,50000,,30,,,,,40,,I dont know,,,I dont know,"Manufacturing, Transportation, or Supply Chain",No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,Other"
37,12/10/2024 15:03,Munich,,Full/Part-time employee,Other,Account Manager,16,3,Senior,,Non-tech instruments,,,3.00,1000,93000,77000,170000,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Anthropic Claude"
30,12/10/2024 15:04,Munich,,Full/Part-time employee,Frontend Software Engineer,,5,2,Senior,,Java / Scala / Kotlin,,"SQL,Swift,NodeJS",1.00,1000,180000,215000,,30,,,,,40,,"Yes, both in 2023-2024",,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,JetBrains AI
23,12/10/2024 15:11,Berlin,,Full/Part-time employee,Backend Software Engineer,,5,3,Principal / VP / Head,,Go,,Go,1.00,101-1000,155000,190000,,,,,,,40,,"Yes, both in 2023-2024",,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
29,12/10/2024 15:12,Hamburg,,Full/Part-time employee,Backend Software Engineer,,10,5,Senior Staff / Director,,C# / .NET,,PHP,,101-1000,180000,240000,,,,,,,40,,"Yes, both in 2023-2024",,,"Yes, but only for backfilling",Advertising Services,No,,,,,Moderate but noticeable,Yes,Midjourney
31,12/10/2024 15:13,Cologne,,Full/Part-time employee,Mobile Software Engineer,,12,6,Principal / VP / Head,,Swift,,Go,,11-50,168000,212000,,,,,,,40,,"Yes, both in 2023-2024",,,No,Financial Services,Yes,,,,,,,
35,12/10/2024 15:15,Hamburg,,Full/Part-time employee,Frontend Software Engineer,,10,6,Mid-level,,Python,,Java / Scala / Kotlin,,11-50,190000,250000,,,,,,,40,,"Yes, in 2024",,,No,"Information Services, IT, Software Development, or other Technology",Yes,,,,,,,
26,12/10/2024 15:16,Munich,,Full/Part-time employee,Backend Software Engineer,,5,2,Mid-level,,PHP,,.NET,,11-50,144000,195000,,,,,,,40,,"Yes, in 2024",,,No,Financial Services,No,,,,,,,
28,12/10/2024 15:17,Berlin,,Full/Part-time employee,Backend Software Engineer,,7,4,Mid-level,,PHP,,NodeJS,,51-100,156000,210000,,,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling",Financial Services,No,,,,,,,
55,12/10/2024 15:18,Berlin,,Full/Part-time employee,Software Engineer,,25,15,Senior,,Java / Scala / Kotlin,,JavaScript / TypeScript,,1000,175000,225000,,,,,,,40,,"Yes, in 2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,,,
39,12/10/2024 15:18,Frankfurt,,Full/Part-time employee,Frontend Software Engineer,,12,3,Senior,,Python,,Java / Scala / Kotlin,,101-1000,180000,214000,,,,,,,40,,"Yes, in 2024",,,"Yes, but only for backfilling","Manufacturing, Transportation, or Supply Chain",No,,,,,,,
35,12/10/2024 15:20,Berlin,,Full/Part-time employee,Software Engineer,,12,5,Senior,,C# / .NET,,".NET,C# / .NET core,Cloud (AWS / Azure / GCP),Docker",2.00,101-1000,115000,115000,110000,30,,,,,40,,No,,,Yes,Other,No,,,,,Invisible,No,
37,12/10/2024 15:20,Other,,Full/Part-time employee,Backend Software Engineer,,15,7,Senior,,C# / .NET,,"SQL,Cloud (AWS / Azure / GCP)",2.00,1000,200000,220000,,,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",Yes,,,"Voluntary, it was my decision",,,Yes,
35,12/10/2024 15:23,Munich,,Full/Part-time employee,Security Software Engineer,,15,8,Senior,,Bash / Zsh / PowerShell,,"C / C++,Rust",2.00,101-1000,160000,160000,,30,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
31,12/10/2024 15:27,Munich,,Full/Part-time employee,Backend Software Engineer,,1,0,Junior,,C# / .NET,,.NET,,51-100,140000,20000,,,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling",Wholesale,No,,,,,Invisible,Yes,OpenAI ChatGPT
26,12/10/2024 15:31,Berlin,,Full/Part-time employee,Backend Software Engineer,,11,11,Senior,,Java / Scala / Kotlin,,JavaScript / TypeScript,11.00,51-100,156000,196000,,,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
32,12/10/2024 15:33,Munich,,Full/Part-time employee,Backend Software Engineer,,5,5,Mid-level,,Python,,Python,5.00,up to 10,170000,205000,,,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
34,12/10/2024 15:34,Munich,,Full/Part-time employee,Frontend Software Engineer,,11,3,Staff / Lead / Manager,,JavaScript / TypeScript,,Cloud (AWS / Azure / GCP),1.00,101-1000,100000,110000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Voluntary, it was my decision",3.0,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
35,12/10/2024 15:47,Frankfurt,,Full/Part-time employee,Backend Software Engineer,,11,11,,,,,,,11-50,170000,180000,,,,,,,40,,"Yes, both in 2023-2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,,,
45,12/10/2024 15:47,Berlin,,Full/Part-time employee,Software Engineer,,12,10,,,,,,,up to 10,190000,240000,,,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
26,12/10/2024 15:50,Munich,,Full/Part-time employee,Software Engineer,,3,3,Junior,,C / C++,,,2.00,51-100,55200,59800,56000,30,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
30,12/10/2024 15:50,Nuremberg,,Full/Part-time employee,Data Scientist,,11,2,,,,,,,11-50,185000,200000,,,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
30,12/10/2024 15:51,Stuttgart,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,11,2,,,,,,,51-100,150000,180000,,,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,,,
30,12/10/2024 15:52,Berlin,,Full/Part-time employee,Backend Software Engineer,,11,4,,,,,,,1000,195000,245000,,,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
36,12/10/2024 15:53,Munich,,Full/Part-time employee,Frontend Software Engineer,,21,2,Junior,,JavaScript / TypeScript,,,,11-50,162000,199000,,,,,,,40,,"Yes, both in 2023-2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,,,
24,12/10/2024 15:53,Cologne,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,12,12,Mid-level,,,,,,up to 10,174000,204000,,,,,,,40,,"Yes, in 2023",,,Yes,Financial Services,No,,,,,,,
30,12/10/2024 15:54,Munich,,Full/Part-time employee,Backend Software Engineer,,5,3,Mid-level,,Java / Scala / Kotlin,,,,101-1000,175000,210000,,,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",Yes,,,,,,,
26,12/10/2024 15:55,Hamburg,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,13,5,Junior,,,,,,51-100,180000,220000,,,,,,,40,,"Yes, in 2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
27,12/10/2024 15:56,Berlin,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,11,3,,,,,,,101-1000,136000,166000,,,,,,,40,,"Yes, in 2024",,,"Yes, but only for backfilling",Financial Services,No,,,,,,,
38,12/10/2024 15:56,Hamburg,,Full/Part-time employee,Backend Software Engineer,,4,2,,,Terraform,,,2.00,up to 10,159000,189000,,,,,,,40,,"Yes, in 2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,,,
41,12/10/2024 15:57,Hamburg,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,6,2,,,,,,,51-100,192000,202000,,,,,,,40,,"Yes, in 2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,,,
20,12/10/2024 15:57,Cologne,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,34,12,,,,,,,101-1000,188000,218000,,,,,,,40,,"Yes, both in 2023-2024",,,"Yes, but only for backfilling",Healthcare,No,,,,,,,
49,12/10/2024 15:57,Berlin,,Full/Part-time employee,DevOps Engineer,,30,9,Staff / Lead / Manager,,Kubernetes,,"Python,Terraform,Cloud (AWS / Azure / GCP),Kubernetes",5.00,101-1000,116000,123000,110000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
29,12/10/2024 15:58,Hamburg,,Self-employed (freelancer),Quality Assurance (QA) Software Engineer,,30,22,Mid-level,,,,C# / .NET core,,11-50,,,,,300.0,2000.0,,,40,,"Yes, in 2024",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,,,
